src_ip,dst_ip,src_port,dst_port,protocol,duration,packet_count,byte_count,packets_per_second,bytes_per_second,avg_packet_size,min_packet_size,max_packet_size,iat_mean,iat_std,iat_min,iat_max,syn_count,ack_count,fin_count,rst_count,psh_count,label
10.0.1.3,10.0.1.2,36765,6379,6,0.819,37,16835,45.17,20554.61,455.0,175,792,0.022751,0.007298,0.006152,0.041239,3,36,0,0,0,normal
10.0.2.4,10.0.1.4,0,0,1,1.0849,4,356,3.69,328.14,89.0,30,124,0.361634,0.180216,0.161006,0.554237,0,0,0,0,0,normal
10.0.1.2,10.0.2.4,57873,23,6,4.0481,23,8924,5.68,2204.5,388.0,275,536,0.184004,0.073736,0.05286,0.310018,6,9,2,10,0,bruteforce
10.0.2.3,10.0.1.2,55270,161,17,3.8661,8,1616,2.07,417.99,202.0,100,393,0.5523,0.23867,0.274717,0.918855,0,0,0,0,0,normal
10.0.1.2,10.0.2.3,24163,57313,17,13.3164,1765,1611445,132.54,121012.2,913.0,504,1694,0.007549,0.00266,0.001613,0.020101,0,0,0,0,0,ddos
10.0.2.4,10.0.1.1,61493,514,17,0.9003,10,1940,11.11,2154.85,194.0,103,335,0.100033,0.026552,0.047474,0.184974,0,0,0,0,0,normal
10.0.1.3,10.0.2.3,44804,123,17,3.2377,7,1645,2.16,508.08,235.0,73,287,0.539613,0.120439,0.161162,0.84923,0,0,0,0,0,normal
10.0.1.1,10.0.1.3,37947,3306,6,11.3986,100,98600,8.77,8650.18,986.0,502,1462,0.115137,0.034331,0.053033,0.193428,3,46,0,0,0,normal
10.0.1.1,10.0.2.1,61745,685,6,0.4769,2,120,4.19,251.6,60.0,21,96,0.476943,0.111076,0.215194,1.421124,2,0,0,2,0,portscan
10.0.1.1,10.0.2.3,51638,53,17,2.801,2,444,0.71,158.52,222.0,99,284,2.80096,1.311992,1.367796,5.410934,0,0,0,0,0,normal
10.0.2.3,10.0.1.2,0,0,1,1.8766,3,297,1.6,158.27,99.0,36,146,0.938294,0.268387,0.450597,2.51655,0,0,0,0,0,normal
10.0.1.3,10.0.1.4,0,0,1,0.796,2,176,2.51,221.1,88.0,39,108,0.796032,0.221536,0.220913,1.290948,0,0,0,0,0,normal
10.0.1.2,10.0.2.2,57568,23,6,5.8487,49,14553,8.38,2488.24,297.0,176,499,0.121848,0.017083,0.041249,0.227053,5,10,4,14,0,bruteforce
10.0.1.3,10.0.2.3,37074,3306,6,14.1619,28,21112,1.98,1490.76,754.0,442,1382,0.524514,0.141708,0.179219,0.96514,1,4,0,0,0,normal
10.0.1.1,10.0.2.2,0,0,1,23.1981,122,14518,5.26,625.83,119.0,43,150,0.19172,0.027687,0.027981,0.322422,0,0,0,0,0,ddos
10.0.1.4,10.0.1.1,0,0,1,0.5978,5,555,8.36,928.44,111.0,73,197,0.149444,0.035291,0.074683,0.291819,0,0,0,0,0,normal
10.0.2.3,10.0.2.2,0,0,1,1.9044,4,436,2.1,228.94,109.0,43,216,0.634799,0.310423,0.285864,1.172526,0,0,0,0,0,normal
10.0.1.4,10.0.2.1,0,0,1,13.903,244,18056,17.55,1298.71,74.0,29,120,0.057214,0.027204,0.027626,0.130979,0,0,0,0,0,ddos
10.0.1.4,10.0.2.3,8898,48012,17,59.0436,773,660142,13.09,11180.58,854.0,518,1310,0.076481,0.013547,0.034961,0.176562,0,0,0,0,0,ddos
10.0.1.2,10.0.1.4,43089,3306,6,28.7698,19,2489,0.66,86.51,131.0,57,256,1.598322,0.225284,0.506686,3.714577,3,17,0,0,0,normal
10.0.1.3,10.0.2.4,51699,3306,6,6.8636,97,118534,14.13,17269.9,1222.0,768,2055,0.071496,0.027502,0.032986,0.156692,2,23,0,0,0,normal
10.0.2.1,10.0.2.3,44615,6379,6,19.6565,7,4970,0.36,252.84,710.0,509,906,3.276078,1.072904,0.464321,9.791793,2,7,0,0,0,normal
10.0.1.2,10.0.1.1,57487,8080,6,1.6239,76,57152,46.8,35193.88,752.0,359,1355,0.021652,0.006962,0.008933,0.055622,1,54,0,0,0,normal
10.0.1.4,10.0.2.1,60858,3306,6,21.797,45,55440,2.06,2543.47,1232.0,977,1791,0.495386,0.164827,0.212894,0.870691,1,23,0,0,0,normal
10.0.2.2,10.0.2.1,54194,161,17,4.9579,11,3872,2.22,780.97,352.0,135,684,0.495794,0.066457,0.183648,0.779263,0,0,0,0,0,normal
10.0.1.1,10.0.2.1,47257,8080,6,10.8461,100,33700,9.22,3107.1,337.0,266,584,0.109557,0.01137,0.019425,0.205164,2,62,0,0,0,normal
10.0.1.3,10.0.1.1,45815,5432,6,25.3989,30,39540,1.18,1556.76,1318.0,899,2389,0.875823,0.169163,0.236369,1.969433,2,4,0,0,0,normal
10.0.1.1,10.0.2.4,34554,443,6,32.7253,471,28260,14.39,863.55,60.0,29,87,0.069628,0.033223,0.023218,0.175943,471,0,0,0,0,ddos
10.0.2.4,10.0.2.2,60075,3306,6,5.155,8,3360,1.55,651.8,420.0,274,777,0.736422,0.314507,0.148875,2.11532,1,3,0,0,0,normal
10.0.1.3,10.0.1.2,33741,823,6,0.0827,1,60,12.1,725.89,60.0,44,102,0.0,0.0,0.0,0.0,1,0,0,0,0,portscan
10.0.1.4,10.0.2.2,0,0,1,1.1929,4,436,3.35,365.51,109.0,68,203,0.397619,0.12949,0.073529,0.712956,0,0,0,0,0,normal
10.0.1.1,10.0.2.1,35621,514,17,3.7619,12,2148,3.19,571.0,179.0,112,229,0.341986,0.083047,0.04344,0.636672,0,0,0,0,0,normal
10.0.2.3,10.0.2.4,60978,443,6,8.1328,6,1806,0.74,222.06,301.0,157,455,1.626556,0.500197,0.540354,3.843314,3,6,0,0,0,normal
10.0.1.2,10.0.2.1,0,0,1,0.8921,2,236,2.24,264.54,118.0,82,189,0.892131,0.394904,0.2447,1.571386,0,0,0,0,0,normal
10.0.2.1,10.0.2.4,58932,22,6,5.942,62,54312,10.43,9140.36,876.0,669,1127,0.09741,0.042616,0.038406,0.235836,2,32,0,0,0,normal
10.0.2.3,10.0.2.2,49152,161,17,3.4096,7,476,2.05,139.6,68.0,20,134,0.568272,0.144518,0.135622,0.852792,0,0,0,0,0,normal
10.0.1.1,10.0.2.1,33720,443,6,4.6813,56,28168,11.96,6017.12,503.0,214,951,0.085115,0.041149,0.030667,0.200588,3,2,0,0,0,normal
10.0.2.2,10.0.1.1,47162,8080,6,21.2565,65,8775,3.06,412.81,135.0,83,256,0.332133,0.037775,0.041329,0.587602,3,8,0,0,0,normal
10.0.1.3,10.0.1.2,35885,123,17,2.9045,14,3500,4.82,1205.02,250.0,89,397,0.223424,0.031688,0.075816,0.628758,0,0,0,0,0,normal
10.0.1.3,10.0.2.2,57828,8080,6,9.1432,510,30600,55.78,3346.73,60.0,24,97,0.017963,0.004569,0.007627,0.027095,510,0,0,0,0,ddos
10.0.2.4,10.0.1.1,46686,22,6,0.8284,67,42679,80.88,51520.25,637.0,343,901,0.012551,0.003449,0.002706,0.035083,1,15,0,0,0,normal
10.0.1.4,10.0.1.2,53871,8080,6,17.6443,98,94276,5.55,5343.15,962.0,378,1412,0.1819,0.084696,0.081598,0.277476,1,2,0,0,0,normal
10.0.2.1,10.0.1.2,51238,3,6,0.4403,3,180,6.81,408.84,60.0,46,84,0.220135,0.037378,0.067409,0.345842,3,0,0,0,0,portscan
10.0.1.3,10.0.2.1,61061,161,17,2.6455,18,5166,6.8,1952.72,287.0,199,535,0.15562,0.042229,0.039498,0.298432,0,0,0,0,0,normal
10.0.2.1,10.0.2.3,43625,459,6,0.3697,2,120,5.41,324.56,60.0,19,98,0.369734,0.175048,0.079502,0.697711,2,0,0,1,0,portscan
10.0.1.4,10.0.2.1,1384,443,6,49.6101,719,43140,14.49,869.58,60.0,27,92,0.069095,0.007093,0.023417,0.153996,719,0,0,0,0,ddos
10.0.2.4,10.0.1.2,60638,8080,6,22.8923,32,5376,1.4,234.84,168.0,99,300,0.738461,0.232898,0.289097,2.029014,2,22,0,0,0,normal
10.0.1.4,10.0.2.3,0,0,1,11.9494,408,47328,34.14,3960.7,116.0,46,226,0.02936,0.014028,0.00753,0.066512,0,0,0,0,0,ddos
10.0.2.3,10.0.1.4,0,0,1,1.27,4,368,3.15,289.76,92.0,46,121,0.423341,0.206464,0.089867,1.006266,0,0,0,0,0,normal
10.0.1.1,10.0.2.1,45322,5432,6,23.8172,54,34452,2.27,1446.52,638.0,204,809,0.449381,0.094331,0.195451,0.982533,3,50,0,0,0,normal
10.0.2.3,10.0.2.1,47819,123,17,0.8601,15,3405,17.44,3958.87,227.0,71,392,0.061435,0.010775,0.027651,0.162695,0,0,0,0,0,normal
10.0.2.1,10.0.2.4,58126,22,6,8.0386,21,8694,2.61,1081.53,414.0,180,599,0.401932,0.150491,0.074041,0.822675,13,9,0,7,0,bruteforce
10.0.1.3,10.0.1.4,0,0,1,1.6802,1,65,0.6,38.69,65.0,19,83,0.0,0.0,0.0,0.0,0,0,0,0,0,normal
10.0.1.1,10.0.2.2,50783,514,17,0.4111,3,1092,7.3,2656.56,364.0,206,548,0.205529,0.072167,0.100574,0.460867,0,0,0,0,0,normal
10.0.2.4,10.0.1.4,39006,8080,6,5.7446,32,25280,5.57,4400.69,790.0,518,1346,0.185308,0.063019,0.053842,0.292707,3,19,0,0,0,normal
10.0.1.3,10.0.2.1,5962,8080,6,12.9027,422,25320,32.71,1962.37,60.0,42,89,0.030648,0.006968,0.008208,0.065633,422,0,0,0,0,ddos
10.0.1.1,10.0.2.1,34297,5432,6,4.5141,71,10153,15.73,2249.16,143.0,93,201,0.064488,0.012305,0.013625,0.173689,2,1,0,0,0,normal
10.0.1.4,10.0.2.3,0,0,1,18.7968,250,25250,13.3,1343.32,101.0,61,149,0.075489,0.017058,0.026793,0.134255,0,0,0,0,0,ddos
10.0.2.2,10.0.2.3,49045,23,6,1.4284,48,16512,33.6,11559.56,344.0,112,522,0.030392,0.014289,0.01294,0.077806,11,9,5,6,0,bruteforce
10.0.2.2,10.0.1.2,0,0,1,1.3524,5,335,3.7,247.7,67.0,38,104,0.338111,0.08642,0.080439,1.007925,0,0,0,0,0,normal
10.0.1.4,10.0.2.1,0,0,1,0.7099,3,330,4.23,464.88,110.0,82,141,0.354928,0.123087,0.146462,0.631516,0,0,0,0,0,normal
10.0.2.4,10.0.2.2,40916,443,6,3.7056,28,33740,7.56,9105.02,1205.0,717,1899,0.137246,0.06211,0.035388,0.29487,2,5,0,0,0,normal
10.0.1.3,10.0.2.2,46596,443,6,3.6372,75,89850,20.62,24703.05,1198.0,416,2094,0.049151,0.02004,0.02353,0.121819,2,47,0,0,0,normal
10.0.1.4,10.0.2.1,62629,8080,6,1.234,13,11115,10.53,9007.35,855.0,590,1659,0.102833,0.014489,0.031121,0.156531,2,13,0,0,0,normal
10.0.1.4,10.0.1.1,60365,22,6,23.5071,49,54978,2.08,2338.78,1122.0,458,1609,0.489731,0.111854,0.096674,0.757426,1,28,0,0,0,normal
10.0.2.2,10.0.1.3,56888,3306,6,18.581,13,15652,0.7,842.36,1204.0,412,2182,1.548419,0.71075,0.704727,4.45094,2,9,0,0,0,normal
10.0.1.1,10.0.2.1,65207,43485,17,13.4449,958,642818,71.25,47811.35,671.0,304,829,0.014049,0.004403,0.005517,0.03645,0,0,0,0,0,ddos
10.0.2.3,10.0.1.4,59304,27017,6,13.4691,19,24396,1.41,1811.25,1284.0,699,2319,0.748285,0.231751,0.188796,1.572712,2,15,0,0,0,normal
10.0.1.1,10.0.2.4,60938,3773,17,12.6815,1013,1255107,79.88,98971.6,1239.0,480,2401,0.012531,0.002108,0.002927,0.025431,0,0,0,0,0,ddos
10.0.2.3,10.0.1.2,51087,80,6,13.335,22,29458,1.65,2209.08,1339.0,599,1774,0.634998,0.215923,0.175925,1.046993,1,20,0,0,0,normal
10.0.2.1,10.0.2.4,52610,22,6,8.3431,17,8041,2.04,963.79,473.0,252,707,0.521445,0.064473,0.212494,1.141125,16,7,4,9,0,bruteforce
10.0.2.1,10.0.2.2,0,0,1,1.3563,3,282,2.21,207.92,94.0,35,169,0.678136,0.232573,0.120264,1.542473,0,0,0,0,0,normal
10.0.2.4,10.0.1.2,45195,80,6,22.0459,6,6750,0.27,306.18,1125.0,754,1695,4.409175,1.154419,1.174287,9.223882,2,4,0,0,0,normal
10.0.2.1,10.0.1.3,61728,6379,6,14.1185,53,21571,3.75,1527.86,407.0,126,741,0.271509,0.082409,0.058686,0.775937,1,53,0,0,0,normal
10.0.2.4,10.0.1.3,0,0,1,0.7577,5,625,6.6,824.81,125.0,55,203,0.189436,0.039367,0.061958,0.345102,0,0,0,0,0,normal
10.0.2.3,10.0.1.4,35821,1017,6,0.0497,1,60,20.13,1207.93,60.0,39,72,0.0,0.0,0.0,0.0,1,0,0,1,0,portscan
10.0.1.3,10.0.2.2,16317,80,6,42.3856,603,36180,14.23,853.59,60.0,19,76,0.070408,0.031289,0.027057,0.191273,603,0,0,0,0,ddos
10.0.1.3,10.0.2.1,0,0,1,5.0131,256,22784,51.07,4544.85,89.0,39,124,0.019659,0.006829,0.005759,0.038656,0,0,0,0,0,ddos
10.0.1.2,10.0.1.4,56574,80,6,0.5673,5,4530,8.81,7985.1,906.0,445,1393,0.141827,0.06461,0.021346,0.330414,3,1,0,0,0,normal
10.0.1.1,10.0.2.4,1111,42693,17,51.6142,1274,1684228,24.68,32631.08,1322.0,412,2238,0.040545,0.014661,0.014179,0.061183,0,0,0,0,0,ddos
10.0.1.2,10.0.1.3,0,0,1,0.2315,1,80,4.32,345.53,80.0,63,113,0.0,0.0,0.0,0.0,0,0,0,0,0,normal
10.0.1.2,10.0.2.1,35487,22,6,3.6945,70,18690,18.95,5058.82,267.0,199,436,0.053544,0.015847,0.01178,0.103584,1,13,0,0,0,normal
10.0.2.3,10.0.1.2,45265,22,6,5.0755,11,11913,2.17,2347.18,1083.0,569,1411,0.507546,0.121654,0.178072,1.431043,2,7,0,0,0,normal
10.0.1.3,10.0.2.1,0,0,1,12.4012,441,53361,35.56,4302.91,121.0,66,169,0.028184,0.012554,0.003907,0.067075,0,0,0,0,0,ddos
10.0.1.2,10.0.2.1,65154,27017,6,0.6038,57,45999,94.41,76187.95,807.0,267,1023,0.010781,0.004369,0.005105,0.018789,3,39,0,0,0,normal
10.0.2.2,10.0.1.1,56488,514,17,0.7131,3,1215,4.21,1703.86,405.0,231,609,0.356543,0.076316,0.139137,0.781701,0,0,0,0,0,normal
10.0.2.2,10.0.1.2,33661,8080,6,14.2578,49,67326,3.44,4722.05,1374.0,685,1986,0.297037,0.122127,0.098917,0.608767,2,2,0,0,0,normal
10.0.2.3,10.0.2.2,45172,53,17,3.6757,19,3477,5.17,945.94,183.0,129,359,0.204206,0.088712,0.073907,0.573736,0,0,0,0,0,normal
10.0.1.4,10.0.2.2,51312,8080,6,12.5515,58,27202,4.62,2167.24,469.0,353,701,0.220201,0.04758,0.04508,0.534322,1,2,0,0,0,normal
10.0.1.1,10.0.2.1,50223,443,6,27.6095,649,38940,23.51,1410.38,60.0,38,73,0.042607,0.018634,0.010342,0.083165,649,0,0,0,0,ddos
10.0.1.2,10.0.2.2,0,0,1,25.0574,297,20196,11.85,805.99,68.0,28,122,0.084653,0.012664,0.04175,0.204687,0,0,0,0,0,ddos
10.0.2.3,10.0.1.3,45163,640,6,0.1741,3,180,17.23,1033.89,60.0,37,85,0.08705,0.015915,0.025706,0.201723,3,0,0,3,0,portscan
10.0.1.3,10.0.2.2,41535,8080,6,7.6088,100,16900,13.14,2221.12,169.0,53,237,0.076856,0.028025,0.015479,0.137831,3,38,0,0,0,normal
10.0.1.3,10.0.2.3,10476,22,6,26.5002,263,15780,9.92,595.47,60.0,30,116,0.101146,0.048577,0.048302,0.195006,263,0,0,0,0,ddos
10.0.1.1,10.0.2.1,0,0,1,0.3945,1,124,2.53,314.32,124.0,76,194,0.0,0.0,0.0,0.0,0,0,0,0,0,normal
10.0.1.4,10.0.2.4,54945,21,6,1.0431,39,8970,37.39,8599.75,230.0,71,302,0.027449,0.010797,0.004572,0.047311,14,3,1,12,0,bruteforce
10.0.1.3,10.0.2.1,41010,193,6,0.3297,1,60,3.03,181.98,60.0,42,113,0.0,0.0,0.0,0.0,1,0,0,1,0,portscan
10.0.1.3,10.0.1.4,43795,443,6,26.8207,64,46848,2.39,1746.71,732.0,577,1149,0.425725,0.054001,0.142738,0.668716,3,53,0,0,0,normal
10.0.2.1,10.0.1.4,42330,8080,6,6.046,54,44442,8.93,7350.62,823.0,267,989,0.114076,0.022485,0.033717,0.217981,3,43,0,0,0,normal
10.0.2.4,10.0.1.4,42948,123,17,4.3942,2,480,0.46,109.23,240.0,78,431,4.394239,0.769828,1.023669,13.128524,0,0,0,0,0,normal
10.0.1.1,10.0.2.1,0,0,1,1.3563,1,71,0.74,52.35,71.0,27,124,0.0,0.0,0.0,0.0,0,0,0,0,0,normal
10.0.2.2,10.0.1.1,47411,80,6,22.9151,26,5018,1.13,218.98,193.0,83,274,0.916606,0.318322,0.098054,1.637534,3,15,0,0,0,normal
10.0.2.1,10.0.2.2,59522,21,6,1.8991,21,4053,11.06,2134.15,193.0,148,285,0.094956,0.045526,0.02628,0.213551,11,6,3,13,0,bruteforce
10.0.1.3,10.0.2.1,0,0,1,5.6444,455,32760,80.61,5803.96,72.0,43,100,0.012433,0.005378,0.005769,0.034143,0,0,0,0,0,ddos
10.0.1.3,10.0.1.2,36660,80,6,2.88,81,108783,28.12,37771.49,1343.0,901,1789,0.036,0.011577,0.016673,0.075735,1,24,0,0,0,normal
10.0.1.3,10.0.2.1,57948,80,6,18.7619,249,14940,13.27,796.29,60.0,21,109,0.075653,0.027401,0.024291,0.121801,249,0,0,0,0,ddos
10.0.2.1,10.0.1.2,39840,22,6,7.1176,77,58520,10.82,8221.84,760.0,269,928,0.093653,0.03106,0.010345,0.179561,1,16,0,0,0,normal
10.0.1.3,10.0.2.2,61550,8080,6,12.1083,18,20556,1.49,1697.67,1142.0,531,1706,0.712255,0.273697,0.110173,1.954997,3,7,0,0,0,normal
10.0.2.3,10.0.2.2,0,0,1,1.4904,4,484,2.68,324.74,121.0,39,240,0.496813,0.134121,0.108049,0.787421,0,0,0,0,0,normal
10.0.1.4,10.0.2.3,0,0,1,11.9862,314,28888,26.2,2410.11,92.0,34,144,0.038295,0.006834,0.007184,0.058437,0,0,0,0,0,ddos
10.0.1.1,10.0.2.3,60113,5432,6,24.6671,80,81200,3.24,3291.84,1015.0,555,1424,0.312241,0.108799,0.132163,0.596468,1,55,0,0,0,normal
10.0.2.4,10.0.1.1,59274,3306,6,24.0475,28,16744,1.16,696.29,598.0,223,747,0.890647,0.166633,0.16194,2.427793,3,8,0,0,0,normal
10.0.1.1,10.0.2.2,59019,123,17,0.9531,9,3474,9.44,3645.01,386.0,137,600,0.119136,0.019803,0.032843,0.261863,0,0,0,0,0,normal
10.0.1.4,10.0.2.1,0,0,1,16.9544,215,14620,12.68,862.31,68.0,45,111,0.079226,0.024928,0.025346,0.19513,0,0,0,0,0,ddos
10.0.2.1,10.0.1.2,50135,3389,6,7.9089,38,13604,4.8,1720.1,358.0,181,664,0.213753,0.046039,0.089543,0.471229,7,5,3,6,0,bruteforce
10.0.2.4,10.0.1.1,33667,8080,6,21.4912,11,5005,0.51,232.89,455.0,301,707,2.149121,0.417111,0.447056,4.983089,3,11,0,0,0,normal
10.0.1.1,10.0.2.3,0,0,1,16.6325,123,13038,7.4,783.89,106.0,61,204,0.136332,0.061517,0.048813,0.348097,0,0,0,0,0,ddos
10.0.2.3,10.0.2.1,35339,54,6,0.0986,1,60,10.14,608.57,60.0,24,105,0.0,0.0,0.0,0.0,1,0,0,0,0,portscan
10.0.2.4,10.0.1.3,51215,3306,6,4.5581,26,5616,5.7,1232.08,216.0,107,296,0.182325,0.069525,0.077618,0.353775,2,1,0,0,0,normal
10.0.1.4,10.0.1.3,41523,480,6,0.378,2,120,5.29,317.43,60.0,25,73,0.378038,0.076179,0.08719,1.049502,2,0,0,0,0,portscan
10.0.1.4,10.0.1.1,40353,514,17,4.9645,17,3774,3.42,760.19,222.0,130,399,0.310284,0.042736,0.038055,0.825569,0,0,0,0,0,normal
10.0.1.4,10.0.1.3,36282,314,6,0.4828,2,120,4.14,248.55,60.0,27,80,0.482806,0.079093,0.078497,1.130709,2,0,0,0,0,portscan
10.0.1.2,10.0.1.1,34158,975,6,0.0508,2,120,39.4,2363.88,60.0,31,102,0.050764,0.012307,0.019443,0.087138,2,0,0,1,0,portscan
10.0.1.1,10.0.2.1,42601,22,6,50.0823,724,43440,14.46,867.37,60.0,39,90,0.06927,0.01331,0.031014,0.153483,724,0,0,0,0,ddos
10.0.1.4,10.0.2.4,52885,6379,6,6.4058,50,39550,7.81,6174.07,791.0,562,1492,0.130731,0.037338,0.02495,0.353926,2,7,0,0,0,normal
10.0.2.1,10.0.1.1,48051,8080,6,0.988,82,17384,83.0,17595.88,212.0,120,399,0.012197,0.00495,0.002285,0.025222,1,30,0,0,0,normal
10.0.2.4,10.0.2.3,54914,27017,6,6.5379,21,13713,3.21,2097.46,653.0,405,1026,0.326895,0.099236,0.112723,0.588856,2,14,0,0,0,normal
10.0.1.4,10.0.2.3,7574,80,6,31.6837,667,40020,21.05,1263.11,60.0,20,80,0.047573,0.013338,0.022288,0.115978,667,0,0,0,0,ddos
10.0.2.4,10.0.1.3,40150,5432,6,19.6244,25,25975,1.27,1323.61,1039.0,662,1407,0.817684,0.086375,0.192029,1.588381,3,6,0,0,0,normal
10.0.2.1,10.0.1.2,56643,22,6,14.1651,74,13098,5.22,924.67,177.0,91,299,0.194042,0.054678,0.075344,0.303074,1,34,0,0,0,normal
10.0.1.2,10.0.1.3,41169,27017,6,13.1774,50,21400,3.79,1623.99,428.0,313,845,0.268927,0.045227,0.083959,0.763871,1,16,0,0,0,normal
10.0.1.1,10.0.2.2,64138,8080,6,11.085,451,27060,40.69,2441.13,60.0,31,115,0.024633,0.008368,0.009669,0.06919,451,0,0,0,0,ddos
10.0.2.2,10.0.2.1,0,0,1,0.6054,3,336,4.96,555.05,112.0,45,137,0.302678,0.149807,0.108351,0.797353,0,0,0,0,0,normal
10.0.1.1,10.0.2.3,65296,443,6,24.8793,45,24930,1.81,1002.04,554.0,432,1007,0.565439,0.140577,0.276355,1.115994,3,11,0,0,0,normal
10.0.2.4,10.0.2.3,49741,80,6,9.8733,12,2676,1.22,271.03,223.0,81,394,0.897572,0.320372,0.439593,2.249559,3,4,0,0,0,normal
10.0.2.4,10.0.2.1,0,0,1,0.1471,3,219,20.39,1488.38,73.0,43,115,0.07357,0.025088,0.021873,0.125731,0,0,0,0,0,normal
10.0.2.2,10.0.2.1,64021,544,6,0.172,1,60,5.81,348.75,60.0,46,101,0.0,0.0,0.0,0.0,1,0,0,1,0,portscan
10.0.2.3,10.0.1.4,62642,443,6,3.2141,55,55385,17.11,17232.06,1007.0,470,1640,0.05952,0.021798,0.014506,0.143712,2,34,0,0,0,normal
10.0.2.4,10.0.2.2,47162,3389,6,5.5029,41,4715,7.45,856.83,115.0,68,197,0.137571,0.044115,0.01752,0.235114,11,2,2,7,0,bruteforce
10.0.2.2,10.0.1.1,48397,123,17,0.9815,1,467,1.02,475.79,467.0,326,733,0.0,0.0,0.0,0.0,0,0,0,0,0,normal
10.0.1.2,10.0.2.1,33405,937,6,0.2861,3,180,10.48,629.06,60.0,30,119,0.14307,0.059331,0.063597,0.285297,3,0,0,1,0,portscan
10.0.1.4,10.0.1.3,48817,123,17,3.1284,17,8058,5.43,2575.77,474.0,234,655,0.195524,0.060685,0.034205,0.329171,0,0,0,0,0,normal
10.0.1.2,10.0.1.1,60640,5432,6,2.4346,41,14596,16.84,5995.29,356.0,174,614,0.060864,0.026312,0.029524,0.130409,2,32,0,0,0,normal
10.0.1.1,10.0.2.2,43702,23,6,2.6645,19,5814,7.13,2182.06,306.0,237,459,0.148025,0.032375,0.016027,0.372616,16,7,1,15,0,bruteforce
10.0.2.2,10.0.1.1,40293,23,6,5.4893,10,1040,1.82,189.46,104.0,70,152,0.609923,0.129731,0.275813,1.699983,11,8,1,8,0,bruteforce
10.0.2.1,10.0.1.4,60656,6379,6,25.2174,49,71246,1.94,2825.27,1454.0,523,2530,0.525363,0.128451,0.226066,1.048223,1,9,0,0,0,normal
10.0.2.4,10.0.1.3,43650,432,6,0.3466,1,60,2.89,173.11,60.0,32,91,0.0,0.0,0.0,0.0,1,0,0,0,0,portscan
10.0.2.3,10.0.2.2,48586,27017,6,9.6395,9,6849,0.93,710.51,761.0,277,1438,1.204938,0.224868,0.318396,1.826012,3,8,0,0,0,normal
10.0.2.4,10.0.1.3,54468,616,6,0.1356,1,60,7.37,442.49,60.0,25,93,0.0,0.0,0.0,0.0,1,0,0,0,0,portscan
10.0.1.2,10.0.2.3,4178,40462,17,49.3419,1413,1877877,28.64,38058.49,1329.0,711,2063,0.034945,0.01342,0.015706,0.053957,0,0,0,0,0,ddos
10.0.1.1,10.0.2.4,0,0,1,0.7336,4,292,5.45,398.02,73.0,26,137,0.244546,0.113302,0.092349,0.70817,0,0,0,0,0,normal
10.0.1.2,10.0.1.4,58881,23,6,7.5716,17,3145,2.25,415.37,185.0,118,351,0.473224,0.177274,0.219015,0.960641,18,1,5,12,0,bruteforce
10.0.1.2,10.0.2.4,57120,8080,6,2.1099,24,16848,11.38,7985.37,702.0,312,1399,0.091733,0.023603,0.042834,0.265996,2,7,0,0,0,normal
10.0.2.4,10.0.1.4,44663,114,6,0.019,3,180,157.58,9454.69,60.0,44,92,0.009519,0.004709,0.001078,0.022779,3,0,0,2,0,portscan
10.0.2.3,10.0.1.2,41431,22,6,25.0726,28,35364,1.12,1410.46,1263.0,447,2481,0.928615,0.141839,0.350094,2.035662,2,8,0,0,0,normal
10.0.1.1,10.0.1.2,34747,6379,6,11.1469,61,20435,5.47,1833.24,335.0,172,543,0.185782,0.048636,0.047158,0.472873,2,43,0,0,0,normal
10.0.2.1,10.0.1.3,55908,3306,6,22.5219,29,11687,1.29,518.92,403.0,198,495,0.804352,0.389853,0.340418,2.233607,3,11,0,0,0,normal
10.0.2.2,10.0.1.4,0,0,1,1.8161,5,575,2.75,316.61,115.0,83,199,0.454032,0.20405,0.158868,1.292399,0,0,0,0,0,normal
10.0.1.4,10.0.1.2,60060,27017,6,13.4615,44,11440,3.27,849.83,260.0,188,377,0.313059,0.12865,0.043088,0.821043,1,39,0,0,0,normal
10.0.2.3,10.0.2.4,37502,918,6,0.4711,1,60,2.12,127.36,60.0,20,118,0.0,0.0,0.0,0.0,1,0,0,1,0,portscan
10.0.1.3,10.0.2.4,61379,22,6,53.4481,483,28980,9.04,542.21,60.0,35,105,0.110888,0.054996,0.039326,0.276918,483,0,0,0,0,ddos
10.0.1.1,10.0.2.2,0,0,1,0.934,5,325,5.35,347.97,65.0,30,78,0.233495,0.036493,0.037393,0.371966,0,0,0,0,0,normal
10.0.1.2,10.0.2.2,57884,443,6,2.0347,89,67195,43.74,33024.74,755.0,370,1151,0.023121,0.010743,0.005908,0.062154,1,26,0,0,0,normal
10.0.2.1,10.0.2.2,47374,22,6,5.677,12,5256,2.11,925.84,438.0,131,683,0.516091,0.21044,0.113373,0.958284,16,0,3,7,0,bruteforce
10.0.2.3,10.0.1.4,37851,650,6,0.0412,3,180,72.89,4373.14,60.0,47,111,0.02058,0.002853,0.009062,0.044572,3,0,0,2,0,portscan
10.0.1.2,10.0.1.1,35321,706,6,0.3068,2,120,6.52,391.16,60.0,38,75,0.306779,0.138731,0.100019,0.759358,2,0,0,1,0,portscan
10.0.1.1,10.0.2.3,50083,7193,17,18.8545,1963,1089465,104.11,57782.69,555.0,398,813,0.00961,0.004117,0.0039,0.023932,0,0,0,0,0,ddos
